name,salary,sprocket_player_id,member_id,discord_id,skill_group,franchise,Franchise Staff Position,slot,current_scrim_points,Eligible Through
Yordi,16.0,1682,1712,206748429806862336,Master League,FP,NA,NONE,0,Not Eligible
AngryTurtle.,17.0,4372,4431,293856896484376576,Master League,Wolves,NA,PLAYERF,0,Not Eligible
Aexpect,12.0,4125,4183,869458918353563659,Academy League,FP,NA,NONE,0,Not Eligible
Blitz,14.0,1822,1880,124333007296266240,Champion League,FP,NA,NONE,0,Not Eligible
Matrix RAMPAGE,16.5,3261,3320,638490794164092978,Master League,Pirates,General Manager,PLAYERA,0,Not Eligible
Summus,15.5,676,684,509009541770248192,Master League,FP,NA,NONE,0,Not Eligible
Obi-Wan Snowglobie,17.0,3353,3412,575101495431921665,Master League,FP,NA,NONE,0,Not Eligible
Chaotic,20.0,2058,2117,974444261607092284,Premier League,FP,NA,NONE,0,Not Eligible
The Big C,11.5,550,557,199011603113443328,Academy League,FP,NA,NONE,0,Not Eligible
Jab,14.0,230,234,453121027506176000,Champion League,FP,NA,NONE,0,Not Eligible
Chigiri,14.0,2856,2915,132368626102697985,Champion League,FP,NA,NONE,0,Not Eligible
Davi,16.5,3782,3841,250616052646543370,Master League,FP,NA,NONE,0,Not Eligible
onnset,19.0,5310,5368,584802716971171853,Premier League,Wolves,NA,PLAYERD,0,Not Eligible
FrogDog,14.0,1528,1558,162716995526197248,Champion League,FP,NA,NONE,0,Not Eligible
JohnSmith,17.5,5845,5904,982736455463728190,Master League,FP,NA,NONE,0,Not Eligible
Odinn,15.5,222,226,271345985358135297,Champion League,Pend,NA,NONE,0,Not Eligible
Intellekt,11.5,2674,2733,358428843142283264,Academy League,Pend,NA,NONE,0,Not Eligible
Untitled,11.5,4499,4558,542404603526905859,Academy League,FP,NA,NONE,0,Not Eligible
Mawklin,17.0,6330,6340,135616407101505537,Master League,Pend,NA,NONE,0,Not Eligible
dewy413,19.5,130,133,302910158688747531,Premier League,Express,NA,PLAYERD,0,Not Eligible
christophr,18.5,6201,6242,280212074184048642,Master League,Pend,NA,NONE,0,Not Eligible
IttzMETA,15.5,5507,5566,1025404427160530944,Master League,FP,NA,NONE,0,Not Eligible
ImBad,14.5,219,223,110113783959027712,Champion League,FP,NA,NONE,0,Not Eligible
Carp,17.0,2939,2998,358598166070951957,Master League,FP,NA,NONE,0,Not Eligible
Rez,12.5,1254,1278,357402142509760522,Academy League,FP,NA,NONE,0,Not Eligible
Levi,17.0,568,575,122472302158807041,Master League,Rhinos,NA,PLAYERA,0,Not Eligible
Dstn,18.5,2654,2713,354796128736378882,Premier League,FP,NA,NONE,0,Not Eligible
SkaiRebel,9.5,3997,4056,544474937423953921,Foundation League,FP,NA,NONE,0,Not Eligible
Tony Provolone,17.0,3286,3345,90651188466290688,Master League,FP,NA,NONE,0,Not Eligible
fate,20.0,4994,5052,711055842857844766,Premier League,FP,NA,NONE,0,Not Eligible
josh,16.5,953,964,601414772331905054,Master League,FP,NA,NONE,0,Not Eligible
Blaze,14.0,2259,2318,323776531295895552,Champion League,Pend,NA,NONE,0,Not Eligible
Gibby,16.0,5733,5792,1093383103088709694,Champion League,FP,NA,NONE,0,Not Eligible
thomaszn,19.0,3279,3338,488114945473642508,Premier League,FP,NA,NONE,0,Not Eligible
jgabbert13,12.0,246,250,559879005042638851,Academy League,FP,NA,NONE,0,Not Eligible
TheJollyKraken,11.0,3530,3589,873404249747382283,Academy League,FP,NA,PLAYERG,0,Not Eligible
Spooks,14.5,2110,2169,112280723720790016,Champion League,FP,NA,NONE,0,Not Eligible
supercoolhotguy13,14.5,2918,2977,291001807507947542,Champion League,FP,NA,NONE,0,Not Eligible
sleepness,10.5,4857,4916,809543310368702494,Academy League,FP,NA,NONE,0,Not Eligible
Pirhomega,13.0,407,413,254092079494332426,Champion League,FP,NA,NONE,0,Not Eligible
Antero Rin,9.5,862,872,162844191330664449,Foundation League,FP,NA,NONE,0,Not Eligible
Taterbott,13.0,542,549,1079231900117377114,Champion League,FP,NA,PLAYERH,0,Not Eligible
NoticedDawn7887,16.5,1691,1721,545071429444435969,Master League,FP,NA,PLAYERF,0,Not Eligible
Jazzy,11.0,2555,2614,193566079279169536,Academy League,FP,NA,NONE,0,Not Eligible
isuxk,14.5,5372,5430,451934466835873792,Champion League,FP,NA,NONE,0,Not Eligible
Brathole_Babe,5.0,2261,2320,764291065645498409,Foundation League,FP,NA,NONE,0,Not Eligible
Brindle,13.5,2352,2411,178734355756089345,Champion League,FP,NA,NONE,0,Not Eligible
deko,16.5,3159,3218,400755923536052244,Master League,FP,NA,NONE,0,Not Eligible
W1thered,20.0,5500,5559,685269406770921501,Premier League,FP,NA,NONE,0,Not Eligible
Lefty,20.5,2165,2224,384495014971047938,Premier League,Pend,NA,NONE,0,Not Eligible
daffy,20.0,1671,1701,209084277223194624,Premier League,FP,NA,NONE,0,Not Eligible
Buddat,16.0,908,919,544355931937570816,Master League,FP,NA,NONE,0,Not Eligible
Chris,6.0,2935,2994,251798594883944448,Foundation League,FP,NA,NONE,0,Not Eligible
StormSpotter,9.5,1310,1334,415618738918785024,Foundation League,FP,NA,NONE,0,Not Eligible
Grumpalumpz,11.0,1690,1720,286935994618478592,Academy League,FP,NA,NONE,0,Not Eligible
Yerekanu,18.5,5209,5267,806712023076306965,Premier League,FP,NA,NONE,0,Not Eligible
Leavanny,18.5,2797,2856,255160097746059264,Master League,Pend,NA,NONE,0,Not Eligible
Kalvadine,16.0,3590,3649,137971105104265216,Master League,FP,NA,NONE,0,Not Eligible
Tanji,9.5,1502,1528,616310359476797445,Foundation League,FP,NA,NONE,0,Not Eligible
Sloppi,16.5,2904,2963,758281495663738900,Master League,Dodgers,NA,PLAYERF,0,Not Eligible
Hard Pass,14.0,5126,5184,535330467608526850,Champion League,FP,NA,NONE,0,Not Eligible
Sasuke,14.5,3145,3204,514637524459716618,Champion League,Sharks,NA,PLAYERB,0,Not Eligible
Ocho uno,5.0,5142,5200,437929233818583041,Foundation League,FP,NA,NONE,0,Not Eligible
Supe,17.5,5199,5257,458304259910533132,Master League,FP,NA,PLAYERB,0,Not Eligible
igneli,12.0,3979,4038,168524654821113856,Academy League,FP,NA,NONE,0,Not Eligible
bdobs,16.5,3071,3130,494962309534318635,Master League,FP,NA,NONE,0,Not Eligible
Craiger32,13.0,2386,2445,432663477874851850,Academy League,Pend,NA,NONE,0,Not Eligible
Eskimo,8.5,2384,2443,401511344798695444,Foundation League,FP,NA,NONE,0,Not Eligible
JC,12.0,5678,5737,627971758686994445,Academy League,FP,NA,NONE,0,Not Eligible
el guapo,13.5,3692,3751,369306482883166220,Champion League,FP,NA,NONE,0,Not Eligible
ACE Cosplays,16.5,5313,5371,309790689225342976,Master League,Pend,NA,NONE,0,Not Eligible
SailingSteven,11.5,4644,4703,324183338698932225,Academy League,FP,NA,NONE,0,Not Eligible
Dinoman445,18.5,5441,5500,529146507056906262,Master League,FP,NA,NONE,0,Not Eligible
Tyr,11.0,4735,4794,1090719232871891046,Academy League,FP,NA,NONE,0,Not Eligible
Perma,20.0,2152,2211,293390031194685441,Premier League,FP,NA,NONE,0,Not Eligible
Hornet,20.5,1714,1744,261651158492250114,Premier League,FP,NA,NONE,0,Not Eligible
whirl,15.0,5152,5210,242018745571082241,Champion League,FP,NA,NONE,0,Not Eligible
JROSA,14.5,1105,1126,280560523219697664,Champion League,FP,NA,NONE,0,Not Eligible
Zander,19.0,5562,5622,537418874430291990,Premier League,Pend,NA,NONE,0,Not Eligible
Rocket,13.0,3694,3753,674762799779545098,Champion League,FP,NA,NONE,0,Not Eligible
Def,17.0,1686,1716,272183930625458177,Master League,FP,NA,NONE,0,Not Eligible
mathews175,16.0,1735,1792,214533658424508427,Master League,FP,NA,NONE,0,Not Eligible
Chop,16.5,2469,2528,404057200160538625,Master League,FP,NA,NONE,0,Not Eligible
Pro,9.0,1238,1262,148947905418362880,Foundation League,FP,NA,NONE,0,Not Eligible
Tippett,9.5,1352,1376,464564923674918923,Foundation League,FP,NA,NONE,0,Not Eligible
braidenb80,8.5,900,911,348576676415799296,Foundation League,FP,NA,NONE,0,Not Eligible
BlackHawk-,12.0,57,58,170274380935331840,Academy League,FP,NA,NONE,0,Not Eligible
Scooter_Dom,12.0,2536,2595,371473846030565378,Academy League,FP,NA,PLAYERC,0,Not Eligible
Killer,14.0,2664,2723,176130809021988864,Champion League,FP,NA,NONE,0,Not Eligible
buckrl,14.0,2476,2535,581309764483416089,Champion League,FP,NA,NONE,0,Not Eligible
jsutch,5.0,6339,6355,851749895681474570,Foundation League,Pend,NA,NONE,0,Not Eligible
Partycrasher,14.0,3463,3522,173495650267168769,Champion League,FP,NA,NONE,0,Not Eligible
River.,19.0,5574,5634,661720463688466433,Premier League,Shadow,NA,NONE,0,Not Eligible
Kraydle,16.5,797,806,185304065125777411,Master League,FP,NA,NONE,0,Not Eligible
Levii,16.0,5384,5442,1202466128362999823,Master League,FP,NA,PLAYERH,0,Not Eligible
Washed,14.0,3559,3618,563954843233026049,Champion League,FP,NA,NONE,0,Not Eligible
Vexia,12.5,5660,5719,927926624253526086,Academy League,FP,NA,NONE,0,Not Eligible
Turnt,11.5,6104,6150,417130736848470039,Academy League,Bears,NA,PLAYERE,0,Not Eligible
IAmBrCe,15.0,5319,5377,589096773264343282,Champion League,FP,NA,NONE,0,Not Eligible
jake.,17.0,3165,3224,374734799455125517,Master League,FP,NA,NONE,0,Not Eligible
Chase,16.0,95,97,279726668518653952,Master League,FP,NA,NONE,0,Not Eligible
conrr,17.0,6316,6326,883044725312065598,Master League,Pend,NA,NONE,0,Not Eligible
Dezu,10.5,2282,2341,413847366559465473,Academy League,FP,NA,NONE,0,Not Eligible
Wheezy,7.5,1601,1631,137789319891910656,Foundation League,FP,NA,NONE,0,Not Eligible
Shadow,18.0,483,489,267757061201199104,Master League,Sabres,Captain,PLAYERA,0,Not Eligible
ScruffyLobo,6.5,474,480,333725408266551296,Foundation League,Puffins,NA,PLAYERE,0,Not Eligible
Oblivion,14.5,3216,3275,532361259715264534,Champion League,FP,NA,NONE,0,Not Eligible
Dazeski,16.5,1815,1873,338571209702899712,Master League,FP,NA,NONE,0,Not Eligible
MapleSurrup,18.0,332,337,182954801129062401,Premier League,FP,NA,NONE,0,Not Eligible
ReekyOsprey,10.5,1769,1826,221308223863390210,Academy League,FP,NA,NONE,0,Not Eligible
Street,11.5,554,561,86582930058530816,Academy League,FP,NA,NONE,0,Not Eligible
Guins,13.5,4654,4713,270016075666685954,Champion League,FP,NA,NONE,0,Not Eligible
Tom,14.0,2461,2520,297131518286102530,Champion League,FP,NA,NONE,0,Not Eligible
Juice Box,17.5,2365,2424,73964861536604160,Master League,FP,NA,NONE,0,Not Eligible
Grizzlywhip,13.0,1801,1859,320582831736750080,Champion League,FP,NA,NONE,0,Not Eligible
Xevia,11.5,5396,5454,544890228507410442,Academy League,Pend,NA,NONE,0,Not Eligible
Wiwi,8.5,6007,6055,1203213351552028717,Foundation League,Pend,NA,NONE,0,Not Eligible
NoisyNinja22_YT,14.0,4592,4651,451827571265634327,Champion League,FP,NA,NONE,0,Not Eligible
Girds,16.5,5341,5399,477274527940739073,Master League,FP,NA,NONE,0,Not Eligible
Defalt,12.0,2738,2797,436879582457495562,Academy League,FP,NA,NONE,0,Not Eligible
SyrupBlood,16.5,3691,3750,202918251372609537,Master League,Outlaws,General Manager,PLAYERA,0,Not Eligible
Dado,19.5,5077,5135,315970032008167426,Premier League,Pend,NA,NONE,0,Not Eligible
Gio,14.5,1030,1045,256877611781849088,Champion League,FP,NA,NONE,0,Not Eligible
monk,9.5,6140,6185,1297721625504120954,Foundation League,Elite,NA,PLAYERF,0,Not Eligible
nmize0,12.5,1202,1226,124306901071560706,Academy League,FP,NA,NONE,0,Not Eligible
madmaxrk,20.0,3064,3123,459980601618071557,Premier League,FP,NA,NONE,0,Not Eligible
MyNameMatt,14.0,2623,2682,240510839789060096,Champion League,FP,NA,NONE,0,Not Eligible
Jdogg,17.5,3936,3996,473963954159353866,Master League,Bulls,Captain,PLAYERH,0,Not Eligible
HoboHoppy,15.5,2968,3027,253717432718327808,Champion League,Express,NA,PLAYERD,0,Not Eligible
Toby,16.0,1540,1570,293915162807894018,Master League,FP,NA,NONE,0,Not Eligible
Gh0st,12.5,2072,2131,205782964695597056,Academy League,Jets,Assistant General Manager,PLAYERA,0,Not Eligible
ark,13.5,1583,1613,247897766020251649,Champion League,FP,NA,NONE,0,Not Eligible
Kai111,14.0,1112,1133,99669387119710208,Champion League,FP,NA,NONE,0,Not Eligible
Eggie,18.0,5051,5109,321382962899714058,Master League,Pend,NA,NONE,0,Not Eligible
Renix,13.0,4175,4233,757705611910840362,Champion League,FP,NA,NONE,0,Not Eligible
Stolris,5.0,4304,4363,690324408107270255,Foundation League,FP,NA,NONE,0,Not Eligible
JustTired,12.0,2726,2785,159446386432016384,Academy League,Ducks,NA,PLAYERH,0,Not Eligible
SadBoi,10.5,1617,1647,262979747619799042,Academy League,FP,NA,NONE,0,Not Eligible
Big Chungus (Adept),12.0,4551,4610,360164331473600512,Academy League,FP,NA,NONE,0,Not Eligible
Deadzie,19.5,3098,3157,143382431116820480,Premier League,FP,NA,NONE,0,Not Eligible
Iggy,6.0,3895,3954,829275608060002306,Foundation League,FP,NA,NONE,0,Not Eligible
Armored Farmer,12.0,22,23,343847735939563530,Academy League,FP,NA,NONE,0,Not Eligible
ChaseC,11.0,3432,3491,476036517450481664,Academy League,FP,NA,NONE,0,Not Eligible
Venators,18.0,1370,1394,259138706886098944,Premier League,FP,NA,NONE,0,Not Eligible
Dirt,16.5,3987,4045,404025125147639808,Master League,FP,NA,NONE,0,Not Eligible
Clemons,11.0,104,106,496561559619895296,Academy League,FP,NA,NONE,0,Not Eligible
twiddies,17.0,6115,6109,660577899648253982,Master League,Pend,NA,NONE,0,Not Eligible
twiddies,17.0,6063,6109,660577899648253982,Master League,Pend,NA,NONE,0,Not Eligible
Civil,11.0,5506,5565,1198540396381356032,Academy League,FP,NA,NONE,0,Not Eligible
Ostin,10.0,78,79,256571729357307914,Foundation League,Pend,NA,NONE,0,Not Eligible
Warstog,12.0,6061,6107,246469877676638208,Academy League,Hawks,NA,NONE,0,Not Eligible
Pieman_RL,11.5,3203,3262,239443192892620800,Academy League,Spartans,Assistant General Manager,PLAYERB,3,Not Eligible
Panick,18.5,147,151,359210479559770113,Premier League,FP,NA,NONE,0,Not Eligible
GHOST,14.5,1852,1910,262746640501178388,Champion League,FP,NA,NONE,0,Not Eligible
ItsGogurts,11.0,754,762,500488907591254046,Academy League,FP,NA,NONE,0,Not Eligible
Rinnie,13.0,6334,6344,250454283722555393,Academy League,Pend,NA,NONE,0,Not Eligible
ImTheJoe,14.5,3386,3445,564138366774542346,Champion League,FP,NA,NONE,0,Not Eligible
Taiyo,19.0,3103,3162,282575535081652224,Premier League,FP,NA,NONE,0,Not Eligible
Ghoulum,16.0,3853,3912,756154874978238555,Champion League,FP,NA,NONE,0,Not Eligible
Unix,19.5,2274,2333,456292184627609611,Premier League,FP,NA,NONE,0,Not Eligible
fooph,16.0,1894,1952,527703683622764567,Master League,FP,NA,NONE,0,Not Eligible
iAtomic,15.5,26,27,229757024244596736,Champion League,Pend,NA,NONE,0,Not Eligible
Moose,16.5,5040,5098,324367224661999616,Master League,Bulls,NA,PLAYERG,0,Not Eligible
Exfro,15.5,4418,4477,752019173059592311,Master League,FP,NA,NONE,0,Not Eligible
RJsaurus,11.5,1260,1284,180081381756502016,Academy League,FP,NA,NONE,0,Not Eligible
Enrico Pallazzo,11.5,997,1010,196670627120283648,Academy League,FP,NA,NONE,0,Not Eligible
Corrupted,17.5,1797,1855,450833996708970497,Master League,FP,NA,NONE,0,Not Eligible
ImJebediah,11.5,1940,1999,124551347734446082,Academy League,FP,NA,NONE,0,Not Eligible
A A ron,13.0,841,850,317448126443159552,Champion League,FP,NA,NONE,0,Not Eligible
Fo0f,11.0,175,179,474456857403064333,Academy League,FP,NA,NONE,0,Not Eligible
Juice,9.5,254,258,319939771445018625,Foundation League,FP,NA,NONE,0,Not Eligible
lucci <3,12.0,4566,4625,272320760775966720,Academy League,FP,NA,NONE,0,Not Eligible
Extremis,17.5,5736,5795,547894583665885216,Master League,FP,NA,NONE,0,Not Eligible
HongKongPhooey,10.5,659,667,236683737717276672,Academy League,FP,NA,NONE,0,Not Eligible
Saffyyy,11.5,5784,5843,1143244882018840656,Academy League,FP,NA,NONE,0,Not Eligible
PartyBee,5.0,4479,4538,712811289902055545,Foundation League,FP,NA,NONE,0,Not Eligible
Madi,12.0,3434,3493,358217692920020993,Academy League,FP,NA,NONE,0,Not Eligible
Shazam_379,14.0,4958,5016,315949305133531136,Champion League,Knights,Captain,PLAYERF,0,Not Eligible
norm.,17.0,4242,4300,481215658525458440,Master League,Knights,Captain,PLAYERA,0,Not Eligible
Jasond,11.5,3716,3775,861029537575993364,Academy League,FP,NA,NONE,0,Not Eligible
Icy_Fatal,11.5,215,219,545785461654945792,Academy League,Aviators,NA,PLAYERG,0,Not Eligible
Nexity,19.5,3210,3269,208686741605842944,Premier League,FP,NA,NONE,0,Not Eligible
Ultimate_Ultimo,14.5,3478,3537,235710732505710593,Champion League,FP,NA,NONE,0,Not Eligible
AcePocket,17.0,5,6,180151530651910144,Premier League,FP,NA,NONE,0,Not Eligible
GhostBacon,14.5,5386,5444,590683865501138957,Champion League,Pend,NA,NONE,0,Not Eligible
HooliganChild,5.0,4346,4405,280115770736771092,Foundation League,FP,NA,NONE,0,Not Eligible
Dynamo,17.0,2677,2736,175962484707033088,Master League,FP,NA,NONE,0,Not Eligible
Vizton,10.0,1886,1944,167683335148142592,Foundation League,FP,NA,NONE,0,Not Eligible
HoneyBadger,12.0,4500,4559,651185799496204310,Academy League,FP,NA,NONE,0,Not Eligible
Pander,15.0,398,404,270185606275923970,Champion League,Pend,NA,NONE,0,Not Eligible
Wavi,15.5,4191,4249,248965780274806785,Master League,FP,NA,PLAYERE,0,Not Eligible
Mjolnir,17.0,6075,6121,1447438085376966727,Master League,Pend,NA,NONE,0,Not Eligible
The Brokest,14.0,1843,1901,202132781638221825,Champion League,FP,NA,NONE,0,Not Eligible
NoReK,13.5,1123,1146,162733570274754561,Champion League,FP,NA,NONE,0,Not Eligible
mip,12.0,1678,1708,111284527896215552,Academy League,FP,NA,NONE,0,Not Eligible
Granticus,13.0,2346,2405,300950180793155596,Academy League,Pandas,NA,PLAYERH,0,Not Eligible
Scompz,12.5,5921,5969,174053051059929089,Academy League,FP,NA,NONE,0,Not Eligible
Plip Plash,17.0,2864,2923,172087639854284800,Master League,FP,NA,NONE,0,Not Eligible
ICY,13.5,1193,1217,451558546333761537,Champion League,FP,NA,NONE,0,Not Eligible
CapnHammy,14.5,3053,3112,682349729983496240,Champion League,Spartans,NA,NONE,0,Not Eligible
F3AR,12.5,5611,5670,1059173132985979004,Academy League,FP,NA,NONE,0,Not Eligible
Coach Duality,11.0,935,946,147552518606553088,Academy League,FP,NA,NONE,0,Not Eligible
Presto,12.5,5079,5137,704495161723453882,Academy League,Puffins,NA,PLAYERC,0,Not Eligible
Biscuit,16.0,2449,2508,238021772497125376,Master League,FP,NA,PLAYERA,0,Not Eligible
Soda,13.0,1746,1803,197472213316796417,Academy League,Aviators,NA,PLAYERA,3,Not Eligible
xaye,13.5,4128,4186,499258780618457109,Champion League,FP,NA,NONE,0,Not Eligible
Glock.,16.0,3811,3870,428384279764926464,Master League,FP,NA,NONE,0,Not Eligible
Cyber,13.0,3960,4019,890067928844734474,Academy League,Spartans,NA,PLAYERG,0,Not Eligible
AlphaDoggy,14.5,1787,1844,416430246955319326,Champion League,FP,NA,NONE,0,Not Eligible
Nez,21.0,3928,3987,255162983628406786,Premier League,Hurricanes,Captain,PLAYERA,0,Not Eligible
Masn,13.0,3781,3840,562292469677686799,Champion League,FP,NA,NONE,0,Not Eligible
friskiebeard,13.5,4939,4997,599474460638314518,Champion League,FP,NA,NONE,0,Not Eligible
Chipotle,9.5,3082,3141,379218017298546689,Foundation League,FP,NA,NONE,0,Not Eligible
Fitbit,15.5,5317,5375,333729391588671489,Master League,FP,NA,NONE,0,Not Eligible
Momo Kimiko,17.0,5962,6010,349357340358737920,Master League,Shadow,NA,PLAYERG,0,Not Eligible
G00S3N,11.0,2374,2433,694311246669021255,Academy League,FP,NA,PLAYERB,0,Not Eligible
B33J,15.0,2759,2818,616303493711396887,Champion League,FP,NA,NONE,0,Not Eligible
Le1AnOnly,15.5,4171,4229,112758836992958464,Master League,FP,NA,NONE,0,Not Eligible
Blazingdrummer,14.0,892,902,196121611580080140,Champion League,FP,NA,NONE,0,Not Eligible
Smooth,5.0,3624,3683,985064094069567531,Foundation League,FP,NA,NONE,0,Not Eligible
Klean,10.5,2478,2537,681292191083003914,Academy League,FP,NA,PLAYERF,0,Not Eligible
MCas86,13.0,340,345,166314208739328000,Champion League,FP,NA,PLAYERC,0,Not Eligible
MarkOnThis,12.5,2774,2833,101181982796414976,Academy League,FP,NA,NONE,0,Not Eligible
tnory,14.0,572,579,285987146878418944,Champion League,FP,NA,NONE,0,Not Eligible
AndyMcMuffin,13.5,2914,2973,148512958119542793,Academy League,Bulls,NA,PLAYERA,0,Not Eligible
Viskuz,13.5,4601,4660,1180510424848945202,Academy League,FP,NA,NONE,0,Not Eligible
SkaiRippa,13.5,4018,4076,658924901696274432,Champion League,FP,NA,NONE,0,Not Eligible
Nickups,5.0,4036,4094,348505972051935243,Foundation League,FP,NA,NONE,0,Not Eligible
Ayden 0n Monster,17.0,5781,5840,753706930064588970,Master League,FP,NA,NONE,0,Not Eligible
Phillys,18.5,3698,3757,555162640213606415,Premier League,FP,NA,NONE,0,Not Eligible
Acez.,16.5,3384,3443,664078731408572436,Master League,FP,NA,NONE,0,Not Eligible
Freeze,14.5,1018,1033,296769189526372363,Champion League,FP,NA,NONE,0,Not Eligible
hades780,12.0,4809,4868,253197278863556609,Academy League,FP,NA,NONE,0,Not Eligible
PapaDole,13.5,1501,1527,149727889594515456,Champion League,FP,NA,NONE,0,Not Eligible
BigRichMcCoy,12.0,3382,3441,389879945532407808,Academy League,FP,NA,NONE,0,Not Eligible
Saberlous,13.0,4527,4586,208700076695093248,Champion League,FP,NA,NONE,0,Not Eligible
Killjoy,15.5,1122,1145,107755107289939968,Master League,FP,NA,NONE,0,Not Eligible
Nakai,19.0,5969,6017,616085017436880909,Premier League,Rhinos,NA,NONE,6,Not Eligible
Mystic,11.0,4010,4069,221770761600237568,Academy League,FP,NA,NONE,0,Not Eligible
Daddy Colton,16.0,3903,3962,176843486698536960,Master League,FP,NA,NONE,0,Not Eligible
Jack Colt,17.0,231,235,170675356003467265,Premier League,FP,NA,NONE,0,Not Eligible
eurasianlynx,17.0,3343,3402,203198534474924033,Master League,FP,NA,NONE,0,Not Eligible
Eternalmajin,10.5,1003,1017,106198606129692672,Academy League,FP,NA,NONE,0,Not Eligible
Reborn,5.0,4263,4321,411963550702108672,Foundation League,FP,NA,PLAYERE,0,Not Eligible
Janu,13.5,1090,1110,849795578702725170,Champion League,FP,NA,PLAYERF,0,Not Eligible
Haywire,11.5,1754,1811,438319877317722112,Academy League,FP,NA,NONE,0,Not Eligible
Retro,12.0,1659,1689,370020141985169409,Academy League,FP,NA,NONE,0,Not Eligible
latte,18.5,729,737,308791367583399937,Premier League,FP,NA,NONE,0,Not Eligible
Bachem,5.5,694,702,162740231773224960,Foundation League,FP,NA,NONE,0,Not Eligible
QubeKnight,14.0,2967,3026,253725933167443969,Champion League,Elite,NA,PLAYERG,0,Not Eligible
FLOOSHY,16.0,1934,1993,212013783701258240,Master League,FP,NA,NONE,0,Not Eligible
Quanta,13.0,1946,2005,348521013186789376,Champion League,FP,NA,NONE,0,Not Eligible
Sergeant_Cranky,9.5,4227,4285,358719372878938113,Foundation League,FP,NA,NONE,0,Not Eligible
XtratoS,14.5,631,638,298518538958667786,Champion League,FP,NA,NONE,0,Not Eligible
Lettuce,16.0,306,311,456577600521764886,Master League,FP,NA,PLAYERB,0,Not Eligible
Paullyng1,16.5,4321,4380,624821041897668630,Master League,FP,NA,PLAYERC,0,Not Eligible
GodLee,10.5,4099,4157,1021948496791732294,Academy League,FP,NA,NONE,0,Not Eligible
Ryan.,15.5,5288,5346,540009474920939520,Master League,FP,NA,NONE,0,Not Eligible
Stone,12.0,3247,3306,160032278288793600,Academy League,FP,NA,NONE,0,Not Eligible
wrekoniz3,9.5,5559,5619,533521335616274434,Foundation League,FP,NA,NONE,0,Not Eligible
Thelama11,17.0,2909,2968,239186694937640960,Master League,FP,NA,NONE,0,Not Eligible
robtull,19.0,3366,3425,366000811979046914,Premier League,FP,NA,NONE,0,Not Eligible
Yexy,9.0,3083,3142,195028068992155648,Foundation League,FP,NA,NONE,0,Not Eligible
Kayleigh,7.0,5723,5782,1118650002315690074,Foundation League,Jets,NA,NONE,0,Not Eligible
Carl,11.0,88,90,107619895025356800,Academy League,FP,NA,NONE,0,Not Eligible
kny.,17.0,4309,4368,366965248789315584,Master League,FP,NA,NONE,0,Not Eligible
Terkeys,5.0,3358,3417,909600727050092566,Foundation League,FP,NA,NONE,0,Not Eligible
Mavrik,12.0,6051,6097,379855103303090177,Academy League,Pend,NA,NONE,0,Not Eligible
IAmReapperr_-,16.0,5139,5197,502222938280558592,Master League,FP,NA,NONE,0,Not Eligible
EyeDoughBread,10.0,3448,3507,394625271896211460,Foundation League,Puffins,NA,PLAYERA,0,Not Eligible
SingleCommit,13.0,4262,4320,803423305104097301,Champion League,FP,NA,PLAYERF,0,Not Eligible
Aegis,15.5,846,856,138784123266269184,Master League,FP,NA,NONE,0,Not Eligible
Sundrae,12.0,3480,3539,400414256689840138,Academy League,FP,NA,NONE,0,Not Eligible
Zakaronincheese,11.0,1422,1447,359697871077113869,Academy League,FP,NA,NONE,0,Not Eligible
TheCousinMike,14.5,1178,1202,297899899889123328,Champion League,FP,NA,NONE,0,Not Eligible
ShadowNinja,12.0,2506,2565,455869241640353813,Academy League,FP,NA,NONE,0,Not Eligible
Ayden,11.5,808,817,177890849995096064,Academy League,FP,NA,NONE,0,Not Eligible
Charliebee,14.0,1462,1487,90548748588969984,Champion League,FP,NA,NONE,0,Not Eligible
shawneeboy,18.5,1282,1306,83976272841015296,Premier League,FP,NA,NONE,0,Not Eligible
Yabman,5.0,5356,5414,1040053475968569434,Foundation League,FP,NA,NONE,0,Not Eligible
TheRossEffect,16.5,2032,2091,515848466811846670,Master League,FP,NA,NONE,0,Not Eligible
Czyir,17.0,4399,4458,850281718862446633,Master League,FP,NA,NONE,0,Not Eligible
sadzw,12.5,6314,6324,329448654727544833,Academy League,Pend,NA,NONE,0,Not Eligible
Im Pie,19.5,2928,2987,286055542349103104,Premier League,FP,NA,NONE,0,Not Eligible
dog,19.0,136,140,177683381796995073,Premier League,FP,NA,NONE,0,Not Eligible
Riskay,15.5,2348,2407,949714229894709368,Champion League,FP,NA,NONE,0,Not Eligible
ON3xN3T,6.0,3653,3712,678264404730707968,Foundation League,FP,NA,NONE,0,Not Eligible
Kou,16.0,290,294,158266682266222592,Master League,FP,NA,NONE,0,Not Eligible
sasuke cuh,18.5,5442,5501,521417284540170240,Premier League,FP,NA,NONE,0,Not Eligible
valas,16.5,37,38,140066501284593664,Master League,FP,NA,NONE,0,Not Eligible
Meep,13.5,2575,2634,142411394900295680,Champion League,FP,NA,NONE,0,Not Eligible
Dazerin,17.0,969,980,208118087952629760,Premier League,FP,NA,NONE,0,Not Eligible
awsomDixie,13.5,869,879,213444253676732419,Champion League,FP,NA,NONE,0,Not Eligible
owen,19.5,2361,2420,266024802630893569,Premier League,Pend,NA,NONE,0,Not Eligible
